Name,Symbol,Mint Address,CoinGecko ID,Current Price (USD),Market Cap (USD),Total Volume (USD),Price Change 24h (%),Launch Date,Categories,DEX Volume (USD),DEX Liquidity (USD)
Unicorn Fart Dust,UFD,eL5fUxj2J4CiQsmW85k5FG9DvuQjjUoBHoQBi2Kpump,unicorn-fart-dust,0.03120634,31198616.0,4298003.0,-6.57638,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Binance Alpha Spotlight, Made in USA","{'m5': '104.9009108257', 'm15': '68444.1404712778', 'm30': '75663.2590360032', 'h1': '84701.0870657116', 'h6': '265741.774501794', 'h24': '1268622.146478'}",
GOHOME,GOHOME,2Wu1g2ft7qZHfTpfzP3wLdfPeV1is4EwQ3CXBfRYAciD,gohome,226.15,0.0,4345287.0,-8.06144,,"Solana Ecosystem, Meme","{'m5': '16668.1364321993', 'm15': '34576.1413364136', 'm30': '68531.6868085104', 'h1': '130816.745134026', 'h6': '916902.798124358', 'h24': '2007404.00148799'}",
SONIC,SONIC,SonicxvLud67EceaEzCLRnMTBqzYUUYNr93DBkBdDES,sonic-svm,0.239804,86160435.0,37703143.0,2.86094,,"Smart Contract Platform, Gaming (GameFi), Solana Ecosystem, Layer 2 (L2), Gaming Blockchains","{'m5': '616.3320405646', 'm15': '3872.6393689022', 'm30': '4380.3076345793', 'h1': '38690.6451106803', 'h6': '124169.022507541', 'h24': '466193.815970759'}",
Virtual Protocol,VIRTUAL,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y,virtual-protocol,0.597166,388779573.0,117868396.0,2.8279,,"Artificial Intelligence (AI), Solana Ecosystem, Ethereum Ecosystem, Base Ecosystem, AI Agents, Virtuals Protocol Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight","{'m5': '6842.5979274595', 'm15': '35840.3629478155', 'm30': '120204.055725604', 'h1': '240056.844684529', 'h6': '1412279.40201795', 'h24': '7202372.79883422'}",
Solana Swap,SOS,HDa3zJc12ahykSsBRvgiWzr6WLEByf36yzKKbVvy4gnF,solana-swap,0.246244,0.0,9850652.0,-8.08305,,"Decentralized Finance (DeFi), Solana Ecosystem","{'m5': '817.7388276004', 'm15': '4314.9882659274', 'm30': '16086.0529827342', 'h1': '33991.9482914002', 'h6': '182139.860051451', 'h24': '850914.353695175'}",
Ghiblification,Ghibli,4TBi66vi32S7J8X1A6eWfaLHYmUXu7CStcEmsJQdpump,ghiblification,0.00955276,9550700.0,35468709.0,32.48044,,"Solana Ecosystem, Meme, Solana Meme, Parody Meme, Pump.fun Ecosystem","{'m5': '1508.0893404669', 'm15': '28506.6034821153', 'm30': '84181.2638478943', 'h1': '136954.273333611', 'h6': '1106773.31891154', 'h24': '6316981.03969309'}",
Butthole Coin,Butthole,CboMcTUYUcy9E6B3yGdFn6aEsGUnYV6yWeoeukw6pump,butthole-coin,0.00956608,9570042.0,2203326.0,-10.21783,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '148.9735613473', 'm15': '1306.2606690679', 'm30': '1480.8591607531', 'h1': '4527.3456380239', 'h6': '63322.284202827', 'h24': '667386.773555339'}",
Hibernates,HIBER,FHKiJEg2zmhv9DEeaXMSZa7R4P8BPFX5VTRrzrtJpump,hibernates,0.00346929,3382719.0,1094833.0,19.839,,"Infrastructure, Solana Ecosystem, Pump.fun Ecosystem","{'m5': '2486.8528070124', 'm15': '6109.500058132', 'm30': '12317.3598926978', 'h1': '22498.719285247', 'h6': '175572.049619497', 'h24': '940573.695034309'}",
encryptSIM,ESIM,3zJ7RxtzPahndBTEn5PGUyo9xBMv6MJP9J4TPqdFpump,encryptsim,0.00362279,3622787.0,2180996.0,156.44231,,"Solana Ecosystem, Pump.fun Ecosystem","{'m5': '3032.4027071422', 'm15': '7216.5916053232', 'm30': '16633.7234438323', 'h1': '34338.2401747389', 'h6': '472037.314744863', 'h24': '2190621.83186845'}",
Grass,GRASS,Grass7B4RdKfBCjTKgSqnXkqjwiGvQyFbuSCUJr3XXjs,grass,1.62,443718308.0,38464761.0,-1.58041,,"Artificial Intelligence (AI), Solana Ecosystem, DePIN, Polychain Capital Portfolio","{'m5': '190.2953443373', 'm15': '8198.6544379524', 'm30': '11275.6237760085', 'h1': '13395.0928795446', 'h6': '117582.130172915', 'h24': '814629.648797561'}",
Wrapped Fragmetric Restaked SOL,wfragSOL,WFRGSWjaz8tbAxsJitmbfRuFV2mSNwy7BMWcCwaA28U,wrapped-fragsol,137.81,80288323.0,788498.0,-0.89254,,"Wrapped-Tokens, Solana Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '17545.5643858061', 'h24': '587793.664089478'}",
GoFundMeme,GFM,E1jCTXdkMRoawoWoqfbhiNkkLbxcSHPssMo36U84pump,gofundmeme,0.01165772,0.0,1897959.0,10.15599,,"Solana Ecosystem, Launchpad, Pump.fun Ecosystem","{'m5': '3307.0033485112', 'm15': '3310.6170630734', 'm30': '3315.6054382824', 'h1': '5058.9800577074', 'h6': '63513.9298401748', 'h24': '428061.857111697'}",
Pepe,Pepe,B5WTLaRwaUQpKk7ir1wniNB6m5o8GgMrimhKMYan2R6B,pepe-sol,0.00162412,1628612.0,617336.0,34.91087,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, The Boy’s Club","{'m5': '77.8636187029', 'm15': '228.972174049', 'm30': '4979.5132962587', 'h1': '36396.4831526951', 'h6': '1491220.84225248', 'h24': '2603305.93988673'}",
Official Mascot of the Holy Year,LUCE,CBdCxKo9QavR9hfShgpEBG3zekorAeD7W1jfq2o3pump,offcial-mascot-of-the-holy-year,0.02328479,23347111.0,5232803.0,-3.10232,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Mascot-Themed, Binance Alpha Spotlight","{'m5': '613.1309718736', 'm15': '1686.8074544494', 'm30': '20102.0136155664', 'h1': '28502.3631475475', 'h6': '560143.010275916', 'h24': '1879403.79807648'}",
SwarmNode.ai,SNAI,Hjw6bEcHtbHGpQr8onG3izfJY5DJiWdt7uk2BfdSpump,swarmnode-ai,0.01622611,14638713.0,2039510.0,-3.38695,,"Artificial Intelligence (AI), Infrastructure, Solana Ecosystem, Pump.fun Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight, AI Framework, DeFAI","{'m5': '1521.2763620316', 'm15': '2537.264538715', 'm30': '8374.7960817704', 'h1': '13749.9271933477', 'h6': '107308.121603268', 'h24': '877294.344339905'}",
HeyAnon,Anon,9McvH6w97oewLmPxqQEoHUAv3u5iYMyQ9AeZZhguYf1T,heyanon,4.03,52730348.0,2407097.0,-0.66643,,"Artificial Intelligence (AI), Decentralized Finance (DeFi), Solana Ecosystem, Arbitrum Ecosystem, Metis Ecosystem, AI Agents, Sonic Ecosystem, IOTA EVM Ecosystem, AI Applications, DeFAI","{'m5': '1592.5565988944', 'm15': '1968.0367940105', 'm30': '2732.389715199', 'h1': '4504.2020589643', 'h6': '44102.4452966188', 'h24': '218335.091437668'}",
360noscope420blazeit,MLG,7XJiwLDrjzxDYdZipnJXzpr1iDTmK55XixSFAa7JgNEL,360noscope420blazeit,0.00557449,5560729.0,1855276.0,31.5471,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '540.5572350812', 'm15': '1164.2407057544', 'm30': '3735.0392934278', 'h1': '7547.6939513119', 'h6': '72810.7559009159', 'h24': '324678.947437502'}",
Soul Graph,GRPH,9doRRAik5gvhbEwjbZDbZR6GxXSAfdoomyJR57xKpump,soul-graph,0.00487439,4868689.0,1616199.0,270.59943,,"Artificial Intelligence (AI), Solana Ecosystem, Pump.fun Ecosystem, AI Applications","{'m5': '257.2139505994', 'm15': '2649.5094584667', 'm30': '5121.6649690862', 'h1': '30880.6989617369', 'h6': '160475.184844416', 'h24': '1797936.30132147'}",
LIMITUS,LMT,86t88w3MKT38HChTBKBwEeb1RW1MeTceaW68qY2Vpump,limitus,0.01512306,12558536.0,356688.0,-4.12918,,"Artificial Intelligence (AI), Solana Ecosystem, Pump.fun Ecosystem, Binance Alpha Spotlight","{'m5': '80.9221275463', 'm15': '130.3374864435', 'm30': '4006.7812617405', 'h1': '5665.2068049216', 'h6': '47248.7862601672', 'h24': '150927.277015944'}",
Magnetix,MAG,HPm64oG8eoCKuPj2MaHc1ruqdZ4Pe71UEGiUET1MtJAu,magnetix,0.0072418,7241788.0,422582.0,-22.38918,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '0.0', 'm30': '2.7158607988', 'h1': '149.9266452813', 'h6': '205565.817536885', 'h24': '994438.586695372'}",
FARTBOY,FARTBOY,y1AZt42vceCmStjW4zetK3VoNarC1VxJ5iDjpiupump,fartboy,0.04340049,43536116.0,722213.0,10.49736,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '232.46915701', 'm15': '3218.986246137', 'm30': '5763.1037954425', 'h1': '7592.5600607844', 'h6': '128326.043532059', 'h24': '1501360.66291336'}",
Collaterize,$COLLAT,C7heQqfNzdMbUFQwcHkL9FvdwsFsDRBnfwZDDyWYCLTZ,collaterize,0.0133379,13379048.0,4377040.0,-5.91075,,"Smart Contract Platform, Solana Ecosystem, Layer 1 (L1), Real World Assets (RWA), Pump.fun Ecosystem, RWA Protocol","{'m5': '419.1149210831', 'm15': '1382.8700936688', 'm30': '2852.1731155255', 'h1': '5339.5642747939', 'h6': '124418.845979919', 'h24': '907937.923778972'}",
Hive AI,BUZZ,9DHe3pycTuymFk4H4bbPoAJ4hQrr2kaLDF6J6aAKpump,hive-ai,0.00672735,6758556.0,9903429.0,12.29797,,"Artificial Intelligence (AI), Decentralized Finance (DeFi), Solana Ecosystem, AI Agents, Pump.fun Ecosystem, Binance Alpha Spotlight, DeFAI","{'m5': '0.5092544189', 'm15': '2624.4746643989', 'm30': '3491.3770638737', 'h1': '21647.8925472835', 'h6': '142984.722752773', 'h24': '706048.38078363'}",
Pippin,pippin,Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,pippin,0.01240295,12334059.0,10791289.0,-0.78493,,"Infrastructure, Solana Ecosystem, Meme, Solana Meme, AI Meme, AI Agents, Pump.fun Ecosystem, Binance Alpha Spotlight, AI Framework","{'m5': '1202.1921365698', 'm15': '2349.7747009174', 'm30': '3744.796417578', 'h1': '8069.564247911', 'h6': '81845.142624833', 'h24': '697694.270711011'}",
test griffain.com,GRIFFAIN,KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP,griffain,0.02854817,28562010.0,12434596.0,-6.04308,,"Artificial Intelligence (AI), Solana Ecosystem, Pump.fun Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight, DeFAI","{'m5': '150.5973401074', 'm15': '2259.3765572858', 'm30': '5120.6159827525', 'h1': '11905.0290550824', 'h6': '98870.5281390354', 'h24': '1049436.73644742'}",
Wrapped Bitcoin (Sollet),soBTC,9n4nbM75f5Ui33ZbPYXn59EwSgE8CGsHtAeTH5YFeJ9E,wrapped-bitcoin-sollet,2938.09,0.0,64084.0,-12.68196,,"Crypto-Backed Tokens, Wrapped-Tokens, Solana Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '0.0', 'h24': '0.0'}",
Meow,meow,BUhS5coXEt9hcxN3JSpGYUWSKbNo96RsKu52LcMo12rf,meow,0.00150464,135392431.0,243466.0,6.38288,,"Solana Ecosystem, Meme, Cat-Themed","{'m5': '24.815930608', 'm15': '572.1524372945', 'm30': '572.1524372945', 'h1': '572.1524372945', 'h6': '1492.9041104814', 'h24': '292003.061577858'}",
Render Token,RENDER,rndrizKT3MK1iimdxRdWabcF7Zg7AR5T4nud4EkHBof,render-token,3.93,2033474701.0,308958319.0,-0.35228,,"Artificial Intelligence (AI), NFT, Metaverse, Solana Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, DePIN, Multicoin Capital Portfolio, Alameda Research Portfolio, GMCI DePIN Index, GMCI 30 Index, GMCI Index, Made in USA, Coinbase 50 Index","{'m5': '0.0', 'm15': '0.90802131', 'm30': '1.7768201148', 'h1': '8305.7656560551', 'h6': '282223.09856551', 'h24': '1417933.73570341'}",
Helius Staked SOL,hSOL,he1iusmfkpAdwvxLNGV8Y1iSbj4rUy6yMhEA3fotn9A,helius-staked-sol,143.29,0.0,301786.0,-1.14957,,"Solana Ecosystem, Liquid Staking Tokens, Liquid Staked SOL, Liquid Staking","{'m5': '149.2580711359', 'm15': '531.4634762238', 'm30': '18015.5483200806', 'h1': '19366.5721563887', 'h6': '49085.5926180532', 'h24': '157903.843947866'}",
smol pepe,pep,Zc4uJVrHC2APe9qKwBD11Gg4BbvQr3naM8f7Wiopump,smol-pep,0.001018,1015096.0,489850.0,-21.63566,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '19.8453020523', 'm15': '203.9041344484', 'm30': '651.4498493949', 'h1': '35797.0417424613', 'h6': '1484371.50258341', 'h24': '2586643.02360081'}",
swarms,swarms,74SBV4zDXxTRgv1pEMoECskKBkZHc2yGPnc7GYVepump,swarms,0.02041258,20364038.0,8347191.0,-4.27815,,"Artificial Intelligence (AI), Solana Ecosystem, Meme, AI Agents, Pump.fun Ecosystem, Binance Alpha Spotlight, AI Framework","{'m5': '487.0189525659', 'm15': '1342.0367473821', 'm30': '4443.6105853592', 'h1': '8088.3059751084', 'h6': '102853.541952033', 'h24': '432685.786637989'}",
cat in a dogs world,MEW,MEW1gQWJ3nEXg2qgERiKu7FAFj79PHvQVREQUzScPP5,cat-in-a-dogs-world,0.00237682,211176015.0,23239196.0,-3.29728,,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, Cat-Themed","{'m5': '4477.0913805085', 'm15': '11055.1522829733', 'm30': '13896.0904787496', 'h1': '21818.0562176667', 'h6': '158495.80724701', 'h24': '871246.976480762'}",
would,WOULD,J1Wpmugrooj1yMyQKrdZ2vwRXG5rhfx3vTnYE39gpump,would,0.606843,0.0,358594.0,-2.5294,,"Solana Ecosystem, Meme, Solana Meme, Parody Meme, Pump.fun Ecosystem","{'m5': '423.8771118272', 'm15': '2481.2195632945', 'm30': '3306.3929424213', 'h1': '11811.0202350001', 'h6': '48206.7607077537', 'h24': '263332.184641924'}",
Renzo Restaked SOL,ezSOL,ezSoL6fY1PVdJcJsUpe5CM3xkfmy3zoVCABybm5WtiC,renzo-restaked-sol,157.4,65501149.0,259122.0,-1.24825,,"Solana Ecosystem, Restaking, Liquid Restaking Tokens, Liquid Restaked SOL","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '1814.0576579391', 'h24': '27097.7108075828'}",
Moby AI,MOBY,Cy1GS2FqefgaMbi45UunrUzin1rfEmTUYnomddzBpump,moby-ai,0.00978385,9801592.0,875348.0,-3.22054,,"Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem","{'m5': '145.3786263303', 'm15': '683.5513013938', 'm30': '2390.2307542052', 'h1': '3592.1818935328', 'h6': '60331.6244903097', 'h24': '408888.69659558'}",
Goatseus Maximus,GOAT,CzLSujWBLFsSjncfkh59rUFqvafWcY5tzedWJSuypump,goatseus-maximus,0.050275,50351460.0,10606787.0,-2.12266,,"Solana Ecosystem, Meme, Solana Meme, AI Meme, Pump.fun Ecosystem, Terminal of Truths","{'m5': '140.3951390968', 'm15': '716.2779920834', 'm30': '1889.3919676335', 'h1': '3657.0471963371', 'h6': '117046.966848828', 'h24': '899520.842787533'}",
$HYPERSKIDS,HYPERSKIDS,GwkEDwePTa6aFosh9xzAniGK1zvLrQ5yPJfLnqwmuyhG,hyperskids,0.0164557,16261758.0,617803.0,-8.03957,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '377.4695137926', 'm15': '822.7788643486', 'm30': '1429.1821727143', 'h1': '3309.2076660125', 'h6': '80943.6560913804', 'h24': '332944.358689602'}",
michi,$michi,5mbK36SZ7J19An8jFochhQS4of8g6BwUjbeCSxBSoWdp,michicoin,0.0239407,13305180.0,2540793.0,-5.22582,,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed, Pump.fun Ecosystem","{'m5': '1001.3117437023', 'm15': '1132.3727743847', 'm30': '1421.4917565194', 'h1': '3634.8653574633', 'h6': '89916.7936449402', 'h24': '545850.879879242'}",
ZEUS,ZEUS,ZEUS1aR7aX8DFFJf5QjWj2ftDDdNTroMNGo8YoQm3Gq,zeus-network,0.269077,102955691.0,5314056.0,-7.81818,,"Infrastructure, Solana Ecosystem, Animoca Brands Portfolio, Cross-chain Communication, OKX Ventures Portfolio","{'m5': '131.9088975126', 'm15': '5393.7892478396', 'm30': '6809.4237316524', 'h1': '11322.1742739825', 'h6': '112733.399419644', 'h24': '556473.040036597'}",
Chintai,CHEX,6dKCoWjpj5MFU5gWDEFdpUUeBasBLK3wLEwhUzQPAa1e,chex-token,0.198978,198733823.0,1806434.0,9.86815,,"Decentralized Exchange (DEX), BNB Chain Ecosystem, Solana Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Base Ecosystem, RWA Protocol","{'m5': '1003.8249284531', 'm15': '1504.705705879', 'm30': '1683.0331202899', 'h1': '3759.6664428587', 'h6': '70793.1224671795', 'h24': '274697.61582148'}",
JITO,JTO,jtojtomepa8beP8AuQc6eXt5FriJwfFMwQx2v2f9mCL,jito-governance-token,1.65,522764919.0,27437332.0,-5.40735,,"Decentralized Finance (DeFi), Solana Ecosystem, Liquid Staking Governance Tokens, Multicoin Capital Portfolio, Alameda Research Portfolio, Delphi Ventures Portfolio, Liquid Staking, Made in USA","{'m5': '4033.6822739168', 'm15': '6502.2908931178', 'm30': '10895.5778353716', 'h1': '35258.0174822947', 'h6': '156382.859006095', 'h24': '569129.660685646'}",
GameStop,GME,8wXtPeU6557ETkp9WHFY1n1EcU6NxDvbAggHGsMYiHsB,gme,0.00231831,15950788.0,3626679.0,-9.78579,,"Solana Ecosystem, Meme, Solana Meme, Parody Meme, Wall Street Bets Themed, Stock market-themed","{'m5': '0.0', 'm15': '561.6934788127', 'm30': '823.7112470268', 'h1': '892.5169244955', 'h6': '47845.5036090406', 'h24': '308016.25915817'}",
Shark Cat,SC,6D7NaB2xsLd7cauWu1wKk6KBsJohJmP2qZH9GEfVi5Ui,shark-cat,0.00262573,2599344.0,794375.0,-19.66866,,"Solana Ecosystem, Meme, Base Ecosystem, Solana Meme, Cat-Themed, Pump.fun Ecosystem","{'m5': '683.2737437561', 'm15': '3939.5810720937', 'm30': '4447.2493377708', 'h1': '38757.5868138718', 'h6': '124235.964210733', 'h24': '466260.757673951'}",
FartStrategy,FSTR,FSTRgYfDaudjDwFg5A9LQpDMq5vxqhskHq4rkjUMwERE,fartstrategy,0.00428219,0.0,403852.0,34.26447,,"Solana Ecosystem, Meme","{'m5': '919.5646774468', 'm15': '932.8394294707', 'm30': '932.8394294707', 'h1': '2107.1627583557', 'h6': '23351.0733320397', 'h24': '212185.703153189'}",
SolanaHub staked SOL,hubSOL,HUBsveNpjo5pWqNkH57QzxjQASdTVXcSK7bVKTSZtcSX,solanahub-staked-sol,145.08,8239456.0,296569.0,-1.1532,,"Solana Ecosystem, Liquid Staking Tokens, Liquid Staked SOL, Liquid Staking","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '4844.2607033953', 'h24': '202828.632580476'}",
Kyros Restaked SOL,kySOL,kySo1nETpsZE2NWe5vj2C64mPSciH1SppmHb4XieQ7B,kyros-restaked-sol,157.68,32334557.0,328033.0,-1.02551,,"Solana Ecosystem, Restaking, Liquid Restaking Tokens, Liquid Restaked SOL","{'m5': '0.0', 'm15': '1764.5629951386', 'm30': '1777.1969973014', 'h1': '1930.5433295943', 'h6': '4078.9907108271', 'h24': '40458.8341648076'}",
Edwin,EDWIN,GPrg1CgbBvAJS2SCuf9gF7NmQYsWudfyfWy5SUzypump,edwin,0.00930056,9084809.0,229533.0,-3.68661,,"Artificial Intelligence (AI), Solana Ecosystem, AI Agents, Pump.fun Ecosystem, AI Framework, DeFAI","{'m5': '240.1110348154', 'm15': '714.3798447812', 'm30': '5634.634096285', 'h1': '7989.0368599735', 'h6': '66475.8413770252', 'h24': '296966.678351212'}",
Helium Mobile,MOBILE,mb1eu7TzEc71KxDpsmsKoucSSuuoGLv1drys1oP2jh6,helium-mobile,0.00044403,11278137.0,1710762.0,-5.8543,,"Infrastructure, Solana Ecosystem, DePIN","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '1080.2900788209', 'h6': '19579.5840897409', 'h24': '41231.9779579211'}",
Magic Eden,ME,MEFNBXixkEbait3xn9bkm8WsJzXtVsaJEn4c8Sam21u,magic-eden,0.968276,128988198.0,28832398.0,1.12593,,"NFT, Solana Ecosystem, NFT Marketplace, Paradigm Portfolio, Sequoia Capital Portfolio","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '54084.6816588266', 'h24': '726188.844937272'}",
jelly-my-jelly,jellyjelly,FeR8VBqNRSUD5NtXAj2n3j1dAHkZHfyDktKuLXD4pump,jelly-my-jelly,0.01208721,12125831.0,10921235.0,-1.93827,,"Solana Ecosystem, Pump.fun Ecosystem","{'m5': '217.8523220907', 'm15': '5543.468426651', 'm30': '7780.7129576914', 'h1': '15911.386764572', 'h6': '192729.252783632', 'h24': '1000630.88853819'}",
Brainlet,BRAINLET,8NNXWrWVctNw1UFeaBypffimTdcLCcD8XJzHvYsmgwpF,brainlet-2,0.00212635,2121831.0,705842.0,-30.0536,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Wojak-Themed","{'m5': '548.5943606014', 'm15': '2184.5949352159', 'm30': '4505.1216838322', 'h1': '11607.4455289637', 'h6': '110710.599071415', 'h24': '194859.983117045'}",
BOGDANOFF,PUMPIT,4WMcTsfEMNwhpPhfWDrnKAGintoFhmRcN5p1UDB6pump,bogdanoff-2,0.00257517,2543917.0,220646.0,44.05402,,"Solana Ecosystem, Pump.fun Ecosystem","{'m5': '294.6435492156', 'm15': '1251.6598832204', 'm30': '3260.4572755812', 'h1': '8244.8301847738', 'h6': '102939.981380581', 'h24': '273893.555485901'}",
SIGMA,SIGMA,5SVG3T9CNQsm2kEwzbRq6hASqh1oGfjqTtLXYUibpump,sigma,0.01417781,12756598.0,707309.0,-9.31062,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '68.4641554065', 'm30': '914.0436691126', 'h1': '2615.2039965896', 'h6': '81531.3503309362', 'h24': '242618.145763433'}",
DADDY TATE,DADDY,4Cnk9EPnW5ixfLZatCPJjDB1PUtcRpVVgTQukm9epump,daddy-tate,0.04249918,25506502.0,1937770.0,5.11511,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '103.7628511782', 'm15': '153.8032172417', 'm30': '1000.1916928223', 'h1': '1932.3783859693', 'h6': '37201.7593480702', 'h24': '251342.272371292'}",
IO,IO,BZLbGTNCSFfoth2GYDtwr7e4imWzpR5jqcUuGEwr646K,io,0.607859,93236399.0,23396520.0,-1.35047,,"Artificial Intelligence (AI), Binance Launchpool, Solana Ecosystem, DePIN, Animoca Brands Portfolio, Multicoin Capital Portfolio, Delphi Ventures Portfolio, OKX Ventures Portfolio, Made in USA","{'m5': '7.3309004607', 'm15': '2207.2881051422', 'm30': '2349.5102267377', 'h1': '5969.7349454068', 'h6': '37242.1214118754', 'h24': '248659.348893647'}",
Infinite Money Glitch,IMG,znv3FZt2HFAvzYf5LxzVyryh3mBXWuTRRng25gEZAjh,infinite-money-glitch,0.00652692,6513926.0,269624.0,-5.60614,,"Solana Ecosystem, Solana Token-2022","{'m5': '72.8784318656', 'm15': '856.2780057164', 'm30': '1888.3327212048', 'h1': '5498.6712970284', 'h6': '33918.1570826764', 'h24': '146386.388511043'}",
Aleph.im (Portal),ALEPH,3UCMiSnkcnkPE1pgQ5ggPCBv6dXgVUy16TmMUe1WpG9x,aleph-im-wormhole,0.063829,422410.0,203602.0,-5.30855,,"Solana Ecosystem, Wormhole Assets, Bridged-Tokens","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '6104.5838039799', 'h24': '22129.5395902556'}",
Zebec Network,ZBCN,ZBCNpuD7YMXzTHB2fhGkGi78MNsHGLRXUhRewNRm9RU,zebec-network,0.00084666,65431698.0,13358651.0,-9.10672,,"Decentralized Finance (DeFi), Solana Ecosystem, Real World Assets (RWA), Payment Solutions, DePIN, Coinbase Ventures Portfolio, Alameda Research Portfolio, Circle Ventures Portfolio, OKX Ventures Portfolio, RWA Protocol, Made in USA","{'m5': '370.5750434089', 'm15': '370.5750434089', 'm30': '1662.065249825', 'h1': '3978.7770735967', 'h6': '40691.9765960023', 'h24': '135792.533011154'}",
RETARDIO,RETARDIO,6ogzHhzdrQr9Pgv6hZ2MNze7UrzBMAFyBBWUYp1Fhitx,retardio,0.01871973,18715251.0,742607.0,4.37134,,"NFT, Solana Ecosystem, Meme, Solana Meme, Murad Picks","{'m5': '0.0', 'm15': '77.7115961739', 'm30': '261.2848291487', 'h1': '16780.0025886067', 'h6': '50851.647411365', 'h24': '313257.16386395'}",
Tema,TEMA,CnfshwmvDqLrB1jSLF7bLJ3iZF5u354WRFGPBmGz4uyf,tema,0.00282015,2812488.0,566573.0,-13.61244,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '1127.0048655459', 'm30': '1142.641580564', 'h1': '1314.4506014332', 'h6': '14690.2490468327', 'h24': '128753.71693341'}",
Lumo-8B-Instruct,LUMO,4FkNq8RcCYg4ZGDWh14scJ7ej3m5vMjYTcWoJVkupump,lumo-8b-instruct,0.00260341,2591479.0,346320.0,3.97653,,"Solana Ecosystem, Pump.fun Ecosystem, AI Framework","{'m5': '0.0', 'm15': '2051.6443990369', 'm30': '2765.4137992704', 'h1': '6012.6225575356', 'h6': '32848.0784515301', 'h24': '457623.208039997'}",
Hasbulla's Cat,BARSIK,7ZqzGzTNg5tjK1CHTBdGFHyKjBtXdfvAobuGgdt4pump,hasbulla-s-cat,0.00261544,2616879.0,1954924.0,-6.51695,,"Solana Ecosystem, Meme, Cat-Themed, Pump.fun Ecosystem","{'m5': '56.9675963156', 'm15': '283.7890634', 'm30': '897.7911056423', 'h1': '1640.2668698091', 'h6': '37922.6768566033', 'h24': '191162.645156135'}",
Star Atlas,ATLAS,ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx,star-atlas,0.00123496,23173435.0,1321844.0,-0.17739,,"Gaming (GameFi), NFT, Metaverse, Solana Ecosystem, Animoca Brands Portfolio, Gaming Utility Token, Made in USA, MMO","{'m5': '120.3891750004', 'm15': '509.452523317', 'm30': '4514.0607141671', 'h1': '4873.720032949', 'h6': '16758.2773558731', 'h24': '77660.9022592073'}",
deBridge,DBR,DBRiDgJAMsM95moTzJs7M9LnkGErpbv9v6CUR1DXnUu5,debridge,0.02181545,39251359.0,14675909.0,-5.18646,,"Solana Ecosystem, Bridge Governance Tokens, Cross-chain Communication, Intent","{'m5': '0.0', 'm15': '8843.2067839426', 'm30': '31688.7337320068', 'h1': '37333.9275446675', 'h6': '151569.871680594', 'h24': '593404.736623995'}",
